Absorber Layer,PCE,Voc,Jsc,FF
CH3NH3PbI3 perovskite film,"{'value': 20.81, 'error': None, 'unit': '%'}","{'value': 1.148, 'error': None, 'unit': 'V'}","{'value': 23.21, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.10000000000001, 'error': None, 'unit': '%'}"
N/A,"{'value': 23.6, 'error': None, 'unit': '%'}","{'value': 1.16, 'error': None, 'unit': 'V'}","{'value': 25.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 80.59, 'error': None, 'unit': '%'}"
CH3NH3PbI3−XClX,"{'value': 13.0, 'error': None, 'unit': '%'}","{'value': 1.08, 'error': None, 'unit': 'V'}","{'value': 17.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
PFBTZNT:m-ITIC,"{'value': 11.02, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 17.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.72, 'error': None, 'unit': '%'}"
N/A,"{'value': 6.13, 'error': None, 'unit': '%'}",,,
NiSe2,,,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
P1,"{'value': 7.03, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 11.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
5-CdS/ZNRs,"{'value': 0.55, 'error': None, 'unit': '%'}","{'value': 0.48, 'error': None, 'unit': 'V'}","{'value': 2.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.0, 'error': None, 'unit': '%'}"
7-CdS/ZNRs,"{'value': 0.4, 'error': None, 'unit': '%'}","{'value': 0.46, 'error': None, 'unit': 'V'}","{'value': 1.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
Pt-sputtered,"{'value': 8.18, 'error': None, 'unit': '%'}","{'value': 0.7633300000000001, 'error': None, 'unit': 'V'}","{'value': 16.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.84, 'error': None, 'unit': '%'}"
NiO-NP–RGO,"{'value': 7.42, 'error': None, 'unit': '%'}","{'value': 0.7633300000000001, 'error': None, 'unit': 'V'}","{'value': 15.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.4, 'error': None, 'unit': '%'}"
RGO,"{'value': 5.18, 'error': None, 'unit': '%'}","{'value': 0.7675, 'error': None, 'unit': 'V'}","{'value': 15.26, 'error': None, 'unit': 'mA/cm2'}","{'value': 44.27, 'error': None, 'unit': '%'}"
GO,"{'value': 4.48, 'error': None, 'unit': '%'}","{'value': 0.775, 'error': None, 'unit': 'V'}","{'value': 14.37, 'error': None, 'unit': 'mA/cm2'}","{'value': 40.18, 'error': None, 'unit': '%'}"
NiO,"{'value': 1.53, 'error': None, 'unit': '%'}","{'value': 0.755, 'error': None, 'unit': 'V'}","{'value': 6.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 31.31, 'error': None, 'unit': '%'}"
TiO2/graphene nanocomposites,"{'value': 4.26, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
PTTzF,"{'value': 18.01, 'error': None, 'unit': '%'}","{'value': 0.855, 'error': None, 'unit': 'V'}","{'value': 26.84, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.1, 'error': None, 'unit': '%'}"
PTTzF,"{'value': 17.3, 'error': None, 'unit': '%'}","{'value': 0.843, 'error': None, 'unit': 'V'}","{'value': 26.63, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.5, 'error': None, 'unit': '%'}"
PTTzF,"{'value': 18.01, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
PTTzF,"{'value': 17.3, 'error': None, 'unit': '%'}","{'value': 0.855, 'error': None, 'unit': 'V'}","{'value': 26.73, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.7, 'error': None, 'unit': '%'}"
PTTzF,"{'value': 18.01, 'error': None, 'unit': '%'}","{'value': 0.847, 'error': None, 'unit': 'V'}","{'value': 27.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.3, 'error': None, 'unit': '%'}"
PM6,"{'value': 17.28, 'error': None, 'unit': '%'}","{'value': 0.838, 'error': None, 'unit': 'V'}","{'value': 27.34, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.5, 'error': None, 'unit': '%'}"
ALD-Al2O3@60 °C,"{'value': 12.4, 'error': None, 'unit': '%'}","{'value': 1.038, 'error': None, 'unit': 'V'}","{'value': 18.19, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.4, 'error': None, 'unit': '%'}"
Reference (non-encapsulated),"{'value': 6.5, 'error': None, 'unit': '%'}","{'value': 1.0, 'error': None, 'unit': 'V'}","{'value': 19.28, 'error': None, 'unit': 'mA/cm2'}","{'value': 34.2, 'error': None, 'unit': '%'}"
ALD-Al2O3@90 °C,"{'value': 53.9, 'error': None, 'unit': '%'}","{'value': 8.1, 'error': None, 'unit': '%'}","{'value': 37.3, 'error': None, 'unit': '%'}","{'value': 19.6, 'error': None, 'unit': '%'}"
ALD-Al2O3@60 °C,"{'value': 6.48, 'error': None, 'unit': '%'}","{'value': 0.3, 'error': None, 'unit': '%'}","{'value': 3.2, 'error': None, 'unit': '%'}","{'value': 3.8, 'error': None, 'unit': '%'}"
Poly(3-hexylthiophene) (P3HT),"{'value': 5.0, 'error': None, 'unit': '%'}",,,
"Poly[N-9″-hepta-decanyl-2,7-carbazole-alt-5,5-(4′,7′-di-2-thienyl-2′,1′,3′-benzothiadiazole)] (PCDTBT)","{'value': 6.1, 'error': None, 'unit': '%'}",,,
π-extended low bandgap polymer composed of thienylvinylene and isoindigo (PiITVT),"{'value': 7.1, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
π-extended low bandgap polymer composed of isoindigo and thienylvinylene (PiITVT),"{'value': 7.09, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 11.4, 'error': None, 'unit': '%'}",,,
Without,"{'value': 16.86, 'error': None, 'unit': '%'}","{'value': 1.147, 'error': None, 'unit': 'V'}","{'value': 21.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.46, 'error': None, 'unit': '%'}"
EAI,"{'value': 16.82, 'error': None, 'unit': '%'}","{'value': 1.16, 'error': None, 'unit': 'V'}","{'value': 20.84, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.65, 'error': None, 'unit': '%'}"
PEAI,"{'value': 13.94, 'error': None, 'unit': '%'}","{'value': 1.166, 'error': None, 'unit': 'V'}","{'value': 19.19, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.35, 'error': None, 'unit': '%'}"
PMAI,"{'value': 17.61, 'error': None, 'unit': '%'}","{'value': 1.164, 'error': None, 'unit': 'V'}","{'value': 21.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.29, 'error': None, 'unit': '%'}"
N/A,"{'value': 9.04, 'error': None, 'unit': '%'}",,,
PdPt,"{'value': 2.22, 'error': None, 'unit': '%'}","{'value': 0.63, 'error': None, 'unit': 'V'}","{'value': 9.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 37.0, 'error': None, 'unit': '%'}"
(ClPEA)2MA3Pb4I13,"{'value': 11.0, 'error': None, 'unit': '%'}","{'value': 1.01, 'error': None, 'unit': 'V'}","{'value': 15.456, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.0, 'error': None, 'unit': '%'}"
PbS,"{'value': 3.48, 'error': None, 'unit': '%'}","{'value': 0.56, 'error': None, 'unit': 'V'}","{'value': 11.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.00000000000001, 'error': None, 'unit': '%'}"
BHJ,"{'value': 10.7, 'error': None, 'unit': '%'}","{'value': 0.2, 'error': None, 'unit': 'V'}","{'value': 565.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
P2F-EHp:IT-4Cl,"{'value': 9.51, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
P2F-EHp:IT-4F:IT-4Cl,"{'value': 9.94, 'error': None, 'unit': '%'}","{'value': 0.91, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.86, 'error': None, 'unit': '%'}"
P2F-EHp:IT-4F:IT-4Cl,"{'value': 10.1, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.77, 'error': None, 'unit': '%'}"
ZnPc-5,"{'value': 14.36, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 20.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.06, 'error': None, 'unit': '%'}"
ZnPc-6,"{'value': 21.27, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 21.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 71.25, 'error': None, 'unit': '%'}"
ZnPc-2,"{'value': 12.66, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 20.58, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.06, 'error': None, 'unit': '%'}"
CuPc-3,"{'value': 11.53, 'error': None, 'unit': '%'}",,,
CuPc-4,"{'value': 10.9, 'error': None, 'unit': '%'}",,,
MAPbI3,"{'value': 20.43, 'error': None, 'unit': '%'}","{'value': 1.2, 'error': None, 'unit': 'V'}","{'value': 22.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 37.2, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}",,
Control,"{'value': 16.85, 'error': None, 'unit': '%'}","{'value': 1.044, 'error': None, 'unit': 'V'}","{'value': 22.04, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.0, 'error': None, 'unit': '%'}"
Bpy-1%,"{'value': 18.61, 'error': None, 'unit': '%'}","{'value': 1.061, 'error': None, 'unit': 'V'}","{'value': 23.01, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.0, 'error': None, 'unit': '%'}"
Tpy-0.2%,"{'value': 18.21, 'error': None, 'unit': '%'}","{'value': 1.05, 'error': None, 'unit': 'V'}","{'value': 22.95, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 5.17, 'error': None, 'unit': '%'}",,,
PTN-Br,"{'value': 17.44, 'error': None, 'unit': '%'}","{'value': 1.023, 'error': None, 'unit': 'V'}","{'value': 21.89, 'error': None, 'unit': 'mA/cm2'}","{'value': 77.88, 'error': None, 'unit': '%'}"
PBT1-C:SePTTT-2F,"{'value': 12.24, 'error': None, 'unit': '%'}","{'value': 0.895, 'error': None, 'unit': 'V'}","{'value': 18.02, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.9, 'error': None, 'unit': '%'}"
PBT1-C:SePTT-2F,"{'value': 10.9, 'error': None, 'unit': '%'}","{'value': 0.83, 'error': None, 'unit': 'V'}","{'value': 17.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.0, 'error': None, 'unit': '%'}"
ZrN/PEDOT:PSS,"{'value': 6.68, 'error': None, 'unit': '%'}",,,
N3 dye,"{'value': 0.6, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
Z907,"{'value': 2.08, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
D131,"{'value': 3.88, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
BTT-BTD-2 with PC61BM,"{'value': 0.74, 'error': None, 'unit': '%'}","{'value': 0.69, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 37.0, 'error': None, 'unit': '%'}"
BTT-BTD-2 with PC71BM,"{'value': 1.36, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.0, 'error': None, 'unit': '%'}"
PEDOT[BMITFSI],"{'value': 7.8, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 13.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.0, 'error': None, 'unit': '%'}"
PProDOT[BMITFSI],"{'value': 5.2, 'error': None, 'unit': '%'}","{'value': 0.58, 'error': None, 'unit': 'V'}","{'value': 10.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.0, 'error': None, 'unit': '%'}"
PProDOT[EMIFAP],"{'value': 4.3, 'error': None, 'unit': '%'}","{'value': 0.55, 'error': None, 'unit': 'V'}","{'value': 8.7, 'error': None, 'unit': 'mA/cm2'}","{'value': 48.0, 'error': None, 'unit': '%'}"
CdS-CdSe-Mn-ZnSe,"{'value': 5.67, 'error': None, 'unit': '%'}","{'value': 0.67, 'error': None, 'unit': 'V'}","{'value': 17.59, 'error': None, 'unit': 'mA/cm2'}",
PM6:Y6:BTP-M (20%),"{'value': 17.03, 'error': None, 'unit': '%'}","{'value': 0.879, 'error': None, 'unit': 'V'}","{'value': 26.56, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.46, 'error': None, 'unit': '%'}"
PPDA-TTCF3,"{'value': 1.56, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}",,
PBDTTT-EF-T/N2200/PCDTBT,"{'value': 6.65, 'error': None, 'unit': '%'}","{'value': 0.79, 'error': None, 'unit': 'V'}","{'value': 14.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 58.3, 'error': None, 'unit': '%'}"
PBDTTT-EF-T/N2200,"{'value': 5.7, 'error': None, 'unit': '%'}","{'value': 0.806, 'error': None, 'unit': 'V'}","{'value': 12.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.8, 'error': None, 'unit': '%'}"
PCDTBT/N2200,"{'value': 0.77, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 39.7, 'error': None, 'unit': '%'}"
PBDB-T:ITIC,"{'value': 9.72, 'error': 0.08, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.76, 'error': None, 'unit': '%'}"
PBDB-T:ITIC,"{'value': 11.02, 'error': 0.08, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.93, 'error': None, 'unit': '%'}"
PM6:Y6,"{'value': 13.1, 'error': 0.1, 'unit': '%'}",,,
PM6:Y6,"{'value': 14.55, 'error': 0.09, 'unit': '%'}",,,
"2,2′-Biphosphole 14c","{'value': 0.5, 'error': None, 'unit': '%'}","{'value': 5.1, 'error': None, 'unit': 'V'}",,
"Dithieno[3,2-b:2′,3′-d]phosphole","{'value': 4.0, 'error': None, 'unit': '%'}","{'value': 2.8, 'error': None, 'unit': 'V'}",,
Benzofuran-fused phosphole 18a,"{'value': 2.29, 'error': None, 'unit': '%'}","{'value': 5.7, 'error': None, 'unit': 'V'}",,
Indole-fused phosphole 20,"{'value': 1.59, 'error': None, 'unit': '%'}","{'value': 1.5, 'error': None, 'unit': 'V'}",,
Phosphorus-containing polycyclic aromatic hydrocarbon 27,"{'value': 1.19, 'error': None, 'unit': '%'}","{'value': 6.06, 'error': None, 'unit': 'V'}",,
Phosphorus-containing polycyclic aromatic hydrocarbon 28,"{'value': 1.67, 'error': None, 'unit': '%'}","{'value': 5.55, 'error': None, 'unit': 'V'}",,
Pristine,"{'value': 9.12, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 15.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 63.0, 'error': None, 'unit': '%'}"
Pristine,"{'value': 9.55, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 16.02, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
PAS 1,"{'value': 9.69, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 16.54, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
D1,"{'value': 0.47, 'error': None, 'unit': '%'}","{'value': 0.47, 'error': None, 'unit': 'V'}","{'value': 0.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.0, 'error': None, 'unit': '%'}"
D2,"{'value': 1.03, 'error': None, 'unit': '%'}","{'value': 1.03, 'error': None, 'unit': 'V'}","{'value': 1.45, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
Cd(SSe),"{'value': 0.57, 'error': None, 'unit': '%'}","{'value': 0.782, 'error': None, 'unit': 'V'}","{'value': 0.454, 'error': None, 'unit': 'mA/cm2'}","{'value': 49.0, 'error': None, 'unit': '%'}"
PBT-Cl:IT-4F,"{'value': 11.6, 'error': None, 'unit': '%'}","{'value': 0.782, 'error': None, 'unit': 'V'}","{'value': 21.03, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
P3HT:ZY-4Cl,"{'value': 9.6, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 16.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.4, 'error': None, 'unit': '%'}"
P3HT,"{'value': 9.1, 'error': None, 'unit': '%'}",,,
PClBDT-BT,"{'value': 5.54, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 12.04, 'error': None, 'unit': 'mA/cm2'}","{'value': 52.88, 'error': None, 'unit': '%'}"
PClBDT-TBT,"{'value': 13.04, 'error': None, 'unit': '%'}","{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 23.72, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.63, 'error': None, 'unit': '%'}"
PClBDT-DTBT,"{'value': 11.12, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 23.88, 'error': None, 'unit': 'mA/cm2'}","{'value': 62.94, 'error': None, 'unit': '%'}"
P3HT:O-IDT2BR,"{'value': 6.4, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
P3HT:O-IDTBR:IDFBR (1:0.7:0.3),"{'value': 7.7, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
PTB7-Th:ATT-1,"{'value': 10.07, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}",,
PBDB-T:CO5IC,"{'value': 7.49, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.9, 'error': None, 'unit': '%'}"
PBDB-T:NBDTP,"{'value': 10.1, 'error': None, 'unit': '%'}","{'value': 0.942, 'error': None, 'unit': 'V'}",,
PBDB-T:NTIC,"{'value': 8.63, 'error': None, 'unit': '%'}","{'value': 0.935, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.10000000000001, 'error': None, 'unit': '%'}"
PBDB-T:NTIC-Me,"{'value': 8.3, 'error': None, 'unit': '%'}","{'value': 0.963, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.2, 'error': None, 'unit': '%'}"
PBDB-T:NTIC-OMe,"{'value': 8.61, 'error': None, 'unit': '%'}","{'value': 0.965, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
PBDB-T:NTIC-F,"{'value': 8.1, 'error': None, 'unit': '%'}","{'value': 0.812, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.3, 'error': None, 'unit': '%'}"
PBDB-T:DTNIC6,"{'value': 3.39, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 45.6, 'error': None, 'unit': '%'}"
PBDB-T:DTNIC8,"{'value': 9.03, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.8, 'error': None, 'unit': '%'}"
PTB7-Th:IHIC-N,"{'value': 6.91, 'error': None, 'unit': '%'}","{'value': 0.846, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.6, 'error': None, 'unit': '%'}"
PTB7-Th:IHIC,"{'value': 9.77, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.10000000000001, 'error': None, 'unit': '%'}"
PTB7-Th:IHIC-N:IHIC,"{'value': 11.9, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.8, 'error': None, 'unit': '%'}"
PEDOT:PSS (Clevios PVP AI 4083),"{'value': 13.53, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}","{'value': 19.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.1, 'error': None, 'unit': '%'}"
PTAA,"{'value': 15.67, 'error': None, 'unit': '%'}","{'value': 1.05, 'error': None, 'unit': 'V'}","{'value': 20.15, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.1, 'error': None, 'unit': '%'}"
PEDOT:PSS (PH 1000),"{'value': 12.14, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 18.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.4, 'error': None, 'unit': '%'}"
PTAA,"{'value': 14.23, 'error': None, 'unit': '%'}","{'value': 1.02, 'error': None, 'unit': 'V'}","{'value': 19.88, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.2, 'error': None, 'unit': '%'}"
D18:N3,"{'value': 17.52, 'error': None, 'unit': '%'}","{'value': 0.834, 'error': None, 'unit': 'V'}","{'value': 27.79, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.61, 'error': None, 'unit': '%'}"
D18/protective solvent/N3,,,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
D18/N3,,,"{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}",
P1,"{'value': 0.45, 'error': None, 'unit': '%'}","{'value': 0.61, 'error': None, 'unit': 'V'}","{'value': 2.18, 'error': None, 'unit': 'mA/cm2'}","{'value': 34.1, 'error': None, 'unit': '%'}"
PM6:PY-DT,"{'value': 16.5, 'error': None, 'unit': '%'}","{'value': 0.964, 'error': None, 'unit': 'V'}","{'value': 23.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.8, 'error': None, 'unit': '%'}"
PM6:PY-DT,"{'value': 15.8, 'error': None, 'unit': '%'}","{'value': 0.962, 'error': None, 'unit': 'V'}","{'value': 23.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.3, 'error': None, 'unit': '%'}"
PM6:PY-DT,"{'value': 16.5, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 23.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.8, 'error': None, 'unit': '%'}"
N(Ph-2T-DCN-Me)3,"{'value': 4.72, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}","{'value': 8.87, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.3, 'error': None, 'unit': '%'}"
N(Ph-2T-DCN-Hex)3,"{'value': 3.41, 'error': None, 'unit': '%'}","{'value': 0.98, 'error': None, 'unit': 'V'}","{'value': 8.07, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.1, 'error': None, 'unit': '%'}"
N(Ph-3T-DCN-Hex)3,"{'value': 3.96, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 8.51, 'error': None, 'unit': 'mA/cm2'}","{'value': 50.0, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 18.85, 'error': None, 'unit': '%'}","{'value': 1.12, 'error': None, 'unit': 'V'}","{'value': 22.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.4, 'error': None, 'unit': '%'}"
MAPbI2.4Br0.6,"{'value': 10.64, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 16.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.0, 'error': None, 'unit': '%'}"
MAPbI2.4Br0.6,"{'value': 12.39, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 17.07, 'error': None, 'unit': 'mA/cm2'}","{'value': 81.0, 'error': None, 'unit': '%'}"
CsPbI3,"{'value': 16.83, 'error': None, 'unit': '%'}","{'value': 1.012, 'error': None, 'unit': 'V'}","{'value': 20.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 72.48, 'error': None, 'unit': '%'}"
PbS quantum dot,"{'value': 2.48, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 9.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 45.0, 'error': None, 'unit': '%'}"
L3:N3,"{'value': 17.23, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 75.9, 'error': None, 'unit': '%'}"
