Absorber Layer,PCE,Voc,Jsc,FF
TaS2,"{'value': 3.06, 'error': None, 'unit': '%'}","{'value': 0.61, 'error': None, 'unit': 'V'}","{'value': 7.87, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.0, 'error': None, 'unit': '%'}"
MA-free perovskite,"{'value': 20.17, 'error': None, 'unit': '%'}","{'value': 1.11, 'error': None, 'unit': 'V'}","{'value': 22.88, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.8, 'error': None, 'unit': '%'}"
MA-free perovskite,"{'value': 17.56, 'error': None, 'unit': '%'}",,,
"Betalains (e.g., betanin, betanidin, betaxanthin, melanin)","{'value': 2.7, 'error': None, 'unit': '%'}",,,
PTB7:PC70BM,"{'value': 7.5, 'error': None, 'unit': '%'}",,"{'value': 15.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.0, 'error': None, 'unit': '%'}"
PTBTBDT,"{'value': 11.3, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 3.37, 'error': None, 'unit': 'mA/cm2'}","{'value': 59.0, 'error': None, 'unit': '%'}"
PTBTBDT,"{'value': 2.12, 'error': None, 'unit': '%'}","{'value': 0.72, 'error': None, 'unit': 'V'}","{'value': 5.45, 'error': None, 'unit': 'mA/cm2'}","{'value': 54.0, 'error': None, 'unit': '%'}"
PbS-I/PbS-EDT,"{'value': 0.37, 'error': None, 'unit': '%'}","{'value': 4.2, 'error': None, 'unit': 'V'}","{'value': 64.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 1.0, 'error': None, 'unit': '%'}"
PbS-I/PbS-EDT,"{'value': 0.45, 'error': None, 'unit': '%'}","{'value': 19.8, 'error': None, 'unit': 'V'}","{'value': 58.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 5.0, 'error': None, 'unit': '%'}"
PbS-I/PBDTTT-E-T,"{'value': 0.43, 'error': None, 'unit': '%'}","{'value': 5.6, 'error': None, 'unit': 'V'}","{'value': 56.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 1.34, 'error': None, 'unit': '%'}"
PbS-I/PbS-EDT,"{'value': 0.43, 'error': None, 'unit': '%'}","{'value': 3.2, 'error': None, 'unit': 'V'}","{'value': 65.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.9, 'error': None, 'unit': '%'}"
PbSe-I/PbS-EDT,"{'value': 0.35, 'error': None, 'unit': '%'}","{'value': 6.78, 'error': None, 'unit': 'V'}","{'value': 54.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 1.31, 'error': None, 'unit': '%'}"
PbSe/PbS-I/PbS-EDT,"{'value': 0.35, 'error': None, 'unit': '%'}","{'value': 6.38, 'error': None, 'unit': 'V'}","{'value': 55.8, 'error': None, 'unit': 'mA/cm2'}","{'value': 1.24, 'error': None, 'unit': '%'}"
Perovskite/CuPC,"{'value': 1.55, 'error': None, 'unit': '%'}","{'value': 16.3, 'error': None, 'unit': 'V'}","{'value': 69.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 17.1, 'error': None, 'unit': '%'}"
PBDB-T/PC71BM/IDT-OT,"{'value': 9.09, 'error': None, 'unit': '%'}","{'value': 0.869, 'error': None, 'unit': 'V'}","{'value': 15.35, 'error': None, 'unit': 'mA/cm2'}","{'value': 68.1, 'error': None, 'unit': '%'}"
PBDB-T/PC71BM,"{'value': 7.78, 'error': None, 'unit': '%'}","{'value': 0.826, 'error': None, 'unit': 'V'}","{'value': 14.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.8, 'error': None, 'unit': '%'}"
PBDB-T/IDT-OT,"{'value': 3.32, 'error': None, 'unit': '%'}","{'value': 0.927, 'error': None, 'unit': 'V'}","{'value': 8.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 43.4, 'error': None, 'unit': '%'}"
CZTSSe,"{'value': 9.4, 'error': None, 'unit': '%'}",,,
CZTSe,"{'value': 12.5, 'error': None, 'unit': '%'}",,,
CZTSSe,"{'value': 12.4, 'error': None, 'unit': '%'}",,,
Copper indium gallium selenide (CIGS),"{'value': 23.35, 'error': None, 'unit': '%'}",,,
CsPbIBr2,"{'value': 11.05, 'error': None, 'unit': '%'}","{'value': 1.19, 'error': None, 'unit': 'V'}","{'value': 12.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.31, 'error': None, 'unit': '%'}"
Yellow emitting CDs,"{'value': 4.1, 'error': None, 'unit': '%'}",,,
PCBM/P3HT blend,"{'value': 3.1, 'error': None, 'unit': '%'}",,,
P3HT:PCBM,"{'value': 1.67, 'error': None, 'unit': '%'}","{'value': 0.48, 'error': None, 'unit': 'V'}","{'value': 8.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 42.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 3.11, 'error': None, 'unit': '%'}","{'value': 0.57, 'error': None, 'unit': 'V'}","{'value': 10.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 53.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 1.99, 'error': None, 'unit': '%'}","{'value': 0.57, 'error': None, 'unit': 'V'}","{'value': 9.53, 'error': None, 'unit': 'mA/cm2'}","{'value': 36.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 0.65, 'error': None, 'unit': '%'}","{'value': 0.58, 'error': None, 'unit': 'V'}","{'value': 5.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 20.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 0.89, 'error': None, 'unit': '%'}","{'value': 0.32, 'error': None, 'unit': 'V'}","{'value': 8.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 34.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 0.76, 'error': None, 'unit': '%'}","{'value': 0.27, 'error': None, 'unit': 'V'}","{'value': 8.36, 'error': None, 'unit': 'mA/cm2'}","{'value': 34.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 0.51, 'error': None, 'unit': '%'}","{'value': 0.21, 'error': None, 'unit': 'V'}","{'value': 7.41, 'error': None, 'unit': 'mA/cm2'}","{'value': 33.0, 'error': None, 'unit': '%'}"
P3HT:PCBM,"{'value': 3.57, 'error': None, 'unit': '%'}","{'value': 0.57, 'error': None, 'unit': 'V'}","{'value': 11.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 56.99999999999999, 'error': None, 'unit': '%'}"
PBDTTPD,"{'value': 3.77, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 12.41, 'error': None, 'unit': 'mA/cm2'}","{'value': 70.0, 'error': None, 'unit': '%'}"
PBDTTPD,"{'value': 3.68, 'error': None, 'unit': '%'}",,,
PBDTTPD,"{'value': 3.73, 'error': None, 'unit': '%'}",,,
PBDTTPD,"{'value': 2.98, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 6.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.00000000000001, 'error': None, 'unit': '%'}"
PPDT2FBT,"{'value': 8.64, 'error': None, 'unit': '%'}",,,
PTB7,"{'value': 7.7, 'error': None, 'unit': '%'}",,,
PCDTBT,"{'value': 5.07, 'error': None, 'unit': '%'}",,,
PCDTBT,"{'value': 6.27, 'error': None, 'unit': '%'}",,,
MPSnI3,"{'value': 2.231, 'error': None, 'unit': '%'}",,,
TiO2@CdS nanorods,"{'value': 0.52, 'error': None, 'unit': '%'}","{'value': 0.48, 'error': None, 'unit': 'V'}","{'value': 3.62, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.3, 'error': None, 'unit': '%'}"
DPZn-HOQ,"{'value': 3.09, 'error': None, 'unit': '%'}","{'value': 0.595, 'error': None, 'unit': 'V'}","{'value': 7.81, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.664, 'error': None, 'unit': '%'}"
DPZn-COOH,"{'value': 1.76, 'error': None, 'unit': '%'}","{'value': 0.602, 'error': None, 'unit': 'V'}","{'value': 4.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.694, 'error': None, 'unit': '%'}"
PZn-HOQ,"{'value': 2.53, 'error': None, 'unit': '%'}","{'value': 0.576, 'error': None, 'unit': 'V'}","{'value': 6.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.678, 'error': None, 'unit': '%'}"
PTB7-Th:BF-TDCI4 (1:1.5),"{'value': 3.49, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 10.46, 'error': None, 'unit': 'mA/cm2'}","{'value': 39.95, 'error': None, 'unit': '%'}"
TiO1.1Se0.9-3,"{'value': 0.5, 'error': None, 'unit': ''}",,,
TiO2/CdS/CdSe/ZnS,"{'value': 5.2, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
MA0.6FA0.4PbI3,"{'value': 12.11, 'error': 0.97, 'unit': '%'}","{'value': 0.95, 'error': 0.03, 'unit': 'V'}","{'value': 19.57, 'error': 0.74, 'unit': 'mA/cm2'}","{'value': 64.79, 'error': 6.37, 'unit': '%'}"
"Pb(Zr,Ti)O3 (PZT)","{'value': 1.25, 'error': None, 'unit': '%'}",,"{'value': 2.56, 'error': None, 'unit': 'mA/cm2'}",
a-Si,"{'value': 1.12, 'error': None, 'unit': '%'}","{'value': 1.28, 'error': None, 'unit': 'V'}","{'value': 2.56, 'error': None, 'unit': 'mA/cm2'}","{'value': 34.0, 'error': None, 'unit': '%'}"
PZT,"{'value': 0.011, 'error': None, 'unit': '%'}","{'value': 0.62, 'error': None, 'unit': 'V'}","{'value': 0.05, 'error': None, 'unit': 'mA/cm2'}","{'value': 37.0, 'error': None, 'unit': '%'}"
MPU3,"{'value': 9.0, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 9.05, 'error': None, 'unit': '%'}","{'value': 1.02, 'error': None, 'unit': 'V'}","{'value': 13.72, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
SMD:MPU3,"{'value': 9.05, 'error': None, 'unit': '%'}",,,
CdS/CdSe,"{'value': 4.77, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 18.22, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.52, 'error': None, 'unit': '%'}"
PBDB-TF:IT-4F,"{'value': 13.82, 'error': None, 'unit': '%'}","{'value': 0.87, 'error': None, 'unit': 'V'}","{'value': 20.16, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.79, 'error': None, 'unit': '%'}"
PCPDTBT/PCBM,"{'value': 5.2, 'error': None, 'unit': '%'}",,,
Fullerene-azothiophene dyad,"{'value': 0.12, 'error': None, 'unit': '%'}","{'value': 0.64, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}","{'value': 23.0, 'error': None, 'unit': '%'}"
Fullerene-azothiophene dyad,"{'value': 0.21, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}","{'value': 28.000000000000004, 'error': None, 'unit': '%'}"
????,"{'value': 0.37, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}","{'value': 0.33, 'error': None, 'unit': '%'}"
PBDB-T-2F:IT-4F,"{'value': 12.3, 'error': None, 'unit': '%'}","{'value': 0.82, 'error': None, 'unit': 'V'}","{'value': 20.5, 'error': None, 'unit': 'mA/cm2'}","{'value': 73.0, 'error': None, 'unit': '%'}"
PTB7-Th:IEICO-4F,"{'value': 10.3, 'error': None, 'unit': '%'}","{'value': 0.68, 'error': None, 'unit': 'V'}","{'value': 22.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
PBDB-T:ITIC,"{'value': 9.3, 'error': None, 'unit': '%'}","{'value': 0.88, 'error': None, 'unit': 'V'}","{'value': 15.72, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
Not provided,"{'value': 8.69, 'error': None, 'unit': '%'}",,,
N/A,"{'value': 3.28, 'error': None, 'unit': '%'}","{'value': 0.692, 'error': None, 'unit': 'V'}","{'value': 13.68, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.35, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 18.02, 'error': None, 'unit': '%'}","{'value': 2.3, 'error': None, 'unit': 'V'}","{'value': 9.84, 'error': None, 'unit': 'mA/cm2'}","{'value': 79.58, 'error': None, 'unit': '%'}"
PTB7-Th:N2200,"{'value': 6.3, 'error': None, 'unit': '%'}","{'value': 0.79, 'error': None, 'unit': 'V'}","{'value': 13.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 57.99999999999999, 'error': None, 'unit': '%'}"
PTB7-Th:PCBM,,,"{'value': 2.0, 'error': None, 'unit': ''}",
PTB7-Th:IDT-2BR,,,"{'value': 2.0, 'error': None, 'unit': ''}",
PBDB-T:ITIC,,"{'value': 1.04, 'error': None, 'unit': 'V'}",,
p-DPP-PhCN,"{'value': 1.0, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}",,
PBDB-T:N2200,"{'value': 8.44, 'error': None, 'unit': '%'}","{'value': 0.86, 'error': None, 'unit': 'V'}","{'value': 14.23, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.0, 'error': None, 'unit': '%'}"
Cl-PBDB-T:N2200,"{'value': 6.01, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 11.39, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.00000000000001, 'error': None, 'unit': '%'}"
PBDB-T:Cl-N2200,,"{'value': 0.81, 'error': None, 'unit': 'V'}","{'value': 2.0, 'error': None, 'unit': ''}",
Cl-PBDB-T:Cl-N2200,,,"{'value': 2.0, 'error': None, 'unit': ''}",
N/A,"{'value': 6.9, 'error': None, 'unit': '%'}",,,
pCb(T-IDIC)2,"{'value': 1.93, 'error': None, 'unit': '%'}","{'value': 0.93, 'error': None, 'unit': 'V'}","{'value': 5.36, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.39, 'error': None, 'unit': '%'}"
mCb(T-IDIC)2,"{'value': 2.22, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 6.48, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.37, 'error': None, 'unit': '%'}"
oCb(T-IDIC)2,"{'value': 3.0, 'error': None, 'unit': '%'}","{'value': 0.95, 'error': None, 'unit': 'V'}","{'value': 7.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.43, 'error': None, 'unit': '%'}"
oCb(T-IDIC)2-4F,"{'value': 5.07, 'error': None, 'unit': '%'}","{'value': 0.92, 'error': None, 'unit': 'V'}","{'value': 10.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.54, 'error': None, 'unit': '%'}"
TiO2 films,"{'value': 2.48, 'error': None, 'unit': '%'}","{'value': 0.505, 'error': None, 'unit': 'V'}","{'value': 7.39, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
C60 or C70,"{'value': 0.85, 'error': None, 'unit': '%'}",,,
PBDT-DTDBPz:PC71BM,"{'value': 4.75, 'error': None, 'unit': '%'}","{'value': 0.76, 'error': None, 'unit': 'V'}","{'value': 9.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 64.6, 'error': None, 'unit': '%'}"
PBDT-DBPz:PC71BM,"{'value': 0.46, 'error': None, 'unit': '%'}",,,
Sb2S3,"{'value': 5.1, 'error': None, 'unit': '%'}",,,
CH3NH3PbI3,"{'value': 7.0, 'error': None, 'unit': '%'}","{'value': 1.04, 'error': None, 'unit': 'V'}","{'value': 14.3, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.0, 'error': None, 'unit': '%'}"
CH3NH3PbI3,"{'value': 12.0, 'error': None, 'unit': '%'}","{'value': 1.05, 'error': None, 'unit': 'V'}","{'value': 16.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
methylammonium lead iodide perovskite,"{'value': 7.0, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 15.6, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
TiO2 nanoparticles,"{'value': 7.0, 'error': None, 'unit': '%'}",,,
TiO2 (anatase phase),"{'value': 6.97, 'error': None, 'unit': '%'}","{'value': 0.73, 'error': None, 'unit': 'V'}","{'value': 14.83, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.11, 'error': None, 'unit': '%'}"
polyfluorene copolymer F8DTBT and PCBM,"{'value': 6.0, 'error': None, 'unit': '%'}",,,
FA0.9Cs0.1PbI3,"{'value': 23.2, 'error': None, 'unit': '%'}","{'value': 0.94, 'error': None, 'unit': 'V'}","{'value': 0.67, 'error': None, 'unit': 'mA/cm2'}","{'value': 14.7, 'error': None, 'unit': '%'}"
Per-4T-TPA,"{'value': 0.25, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 1.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.29, 'error': None, 'unit': '%'}"
nanocrystalline TiO2,"{'value': 5.77, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
nanocrystalline TiO2,"{'value': 4.87, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
S-SubPc-PDI,"{'value': 4.53, 'error': None, 'unit': '%'}","{'value': 0.89, 'error': None, 'unit': 'V'}","{'value': 9.18, 'error': None, 'unit': 'mA/cm2'}","{'value': 55.41, 'error': None, 'unit': '%'}"
E-SubPc-PDI,"{'value': 1.78, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 5.18, 'error': None, 'unit': 'mA/cm2'}","{'value': 46.45, 'error': None, 'unit': '%'}"
PTB7-Th,"{'value': 5.23, 'error': None, 'unit': '%'}","{'value': 0.96, 'error': None, 'unit': 'V'}","{'value': 11.54, 'error': None, 'unit': 'mA/cm2'}","{'value': 47.3, 'error': None, 'unit': '%'}"
GO,"{'value': 12.3, 'error': None, 'unit': '%'}","{'value': 0.57, 'error': None, 'unit': 'V'}","{'value': 37.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.57, 'error': None, 'unit': '%'}"
Silicon,"{'value': 12.3, 'error': None, 'unit': '%'}","{'value': 0.48, 'error': None, 'unit': 'V'}","{'value': 26.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 41.0, 'error': None, 'unit': '%'}"
TiO2,"{'value': 2.2, 'error': None, 'unit': '%'}","{'value': 0.57, 'error': None, 'unit': 'V'}","{'value': 4.69, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.8, 'error': None, 'unit': '%'}"
P3HS-b-P3HT,"{'value': 2.16, 'error': None, 'unit': '%'}","{'value': 0.6, 'error': None, 'unit': 'V'}","{'value': 5.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.26, 'error': None, 'unit': '%'}"
P3HS-s-P3HT,"{'value': 1.76, 'error': None, 'unit': '%'}","{'value': 0.59, 'error': None, 'unit': 'V'}","{'value': 4.43, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.2, 'error': None, 'unit': '%'}"
P3HS-s-P3HT slow processed,"{'value': 2.67, 'error': None, 'unit': '%'}","{'value': 0.51, 'error': None, 'unit': 'V'}","{'value': 8.52, 'error': None, 'unit': 'mA/cm2'}","{'value': 61.17, 'error': None, 'unit': '%'}"
N/A,"{'value': 7.5, 'error': None, 'unit': '%'}",,,
PTB7-Th:IEICO-4F,"{'value': 10.55, 'error': None, 'unit': '%'}","{'value': 0.74, 'error': None, 'unit': 'V'}","{'value': 22.64, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.63, 'error': None, 'unit': '%'}"
N/A,"{'value': 11.0, 'error': None, 'unit': '%'}",,,"{'value': 68.0, 'error': None, 'unit': '%'}"
CdSe,"{'value': 2.51, 'error': None, 'unit': '%'}","{'value': 0.42, 'error': None, 'unit': 'V'}","{'value': 14.55, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.41, 'error': None, 'unit': '%'}"
CdSe,"{'value': 2.5, 'error': None, 'unit': '%'}","{'value': 0.37, 'error': None, 'unit': 'V'}","{'value': 12.95, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.26, 'error': None, 'unit': '%'}"
L1,"{'value': 20.2, 'error': None, 'unit': '%'}","{'value': 1.09, 'error': None, 'unit': 'V'}","{'value': 24.91, 'error': None, 'unit': 'mA/cm2'}","{'value': 74.33, 'error': None, 'unit': '%'}"
L2,"{'value': 21.05, 'error': None, 'unit': '%'}","{'value': 1.11, 'error': None, 'unit': 'V'}","{'value': 24.93, 'error': None, 'unit': 'mA/cm2'}","{'value': 76.3, 'error': None, 'unit': '%'}"
L3,"{'value': 21.9, 'error': None, 'unit': '%'}","{'value': 1.12, 'error': None, 'unit': 'V'}","{'value': 24.75, 'error': None, 'unit': 'mA/cm2'}","{'value': 78.7, 'error': None, 'unit': '%'}"
a-Si:H,"{'value': 9.0, 'error': None, 'unit': '%'}","{'value': 0.8, 'error': None, 'unit': 'V'}","{'value': 15.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.0, 'error': None, 'unit': '%'}"
a-Si:H,"{'value': 6.4, 'error': None, 'unit': '%'}",,"{'value': 14.8, 'error': None, 'unit': 'mA/cm2'}",
a-Si:H,"{'value': 8.5, 'error': None, 'unit': '%'}",,"{'value': 20.7, 'error': None, 'unit': 'mA/cm2'}",
a-Si:H,"{'value': 9.0, 'error': None, 'unit': '%'}",,"{'value': 18.3, 'error': None, 'unit': 'mA/cm2'}",
a-Si:H,"{'value': 10.3, 'error': None, 'unit': '%'}",,"{'value': 21.1, 'error': None, 'unit': 'mA/cm2'}",
SBA-PSCs,"{'value': 20.25, 'error': None, 'unit': '%'}",,,
TA-PSCs,"{'value': 18.43, 'error': None, 'unit': '%'}",,,
SVA-PSCs,"{'value': 19.27, 'error': None, 'unit': '%'}",,,
CdS/CdSe,"{'value': 3.47, 'error': None, 'unit': '%'}","{'value': 0.534, 'error': None, 'unit': 'V'}","{'value': 11.1, 'error': None, 'unit': 'mA/cm2'}","{'value': 60.099999999999994, 'error': None, 'unit': '%'}"
PbS CQD-ink films (OH-rich),"{'value': 11.38, 'error': None, 'unit': '%'}","{'value': 0.616, 'error': None, 'unit': 'V'}","{'value': 27.57, 'error': None, 'unit': 'mA/cm2'}","{'value': 67.0, 'error': None, 'unit': '%'}"
PbS CQD-ink films (OH-poor),"{'value': 12.35, 'error': None, 'unit': '%'}","{'value': 0.678, 'error': None, 'unit': 'V'}","{'value': 27.27, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.79, 'error': None, 'unit': '%'}"
MAPI3,"{'value': 15.56, 'error': None, 'unit': '%'}","{'value': 0.84, 'error': None, 'unit': 'V'}","{'value': 23.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
PDIDBU:PC71BM,"{'value': 6.96, 'error': None, 'unit': '%'}","{'value': 0.75, 'error': None, 'unit': 'V'}","{'value': 14.97, 'error': None, 'unit': 'mA/cm2'}",
N/A,,"{'value': 2.0, 'error': None, 'unit': ''}","{'value': 2.0, 'error': None, 'unit': ''}","{'value': 100.0, 'error': None, 'unit': '%'}"
Cs0.12FA0.88PbI2.64Br0.36,"{'value': 17.5, 'error': None, 'unit': '%'}",,,
PM6:Y6 blends,"{'value': 13.44, 'error': None, 'unit': '%'}","{'value': 0.829, 'error': None, 'unit': 'V'}","{'value': 23.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 69.98, 'error': None, 'unit': '%'}"
JY16,"{'value': 6.53, 'error': None, 'unit': '%'}","{'value': 0.735, 'error': None, 'unit': 'V'}","{'value': 13.4, 'error': None, 'unit': 'mA/cm2'}","{'value': 66.0, 'error': None, 'unit': '%'}"
JY17,"{'value': 3.47, 'error': None, 'unit': '%'}","{'value': 0.58, 'error': None, 'unit': 'V'}","{'value': 9.2, 'error': None, 'unit': 'mA/cm2'}","{'value': 65.0, 'error': None, 'unit': '%'}"
N/A,"{'value': 4.2, 'error': None, 'unit': '%'}","{'value': 0.75, 'error': None, 'unit': 'V'}","{'value': 13.08, 'error': None, 'unit': 'mA/cm2'}","{'value': 41.5, 'error': None, 'unit': '%'}"
Spiro-TTB doped with BCF-H2O,"{'value': 4.0, 'error': None, 'unit': ''}",,,
N/A,"{'value': 20.86, 'error': None, 'unit': '%'}","{'value': 1.15, 'error': None, 'unit': 'V'}",,"{'value': 82.33, 'error': None, 'unit': '%'}"
MAPbI3,"{'value': 10.17, 'error': None, 'unit': '%'}","{'value': 0.97, 'error': None, 'unit': 'V'}","{'value': 16.33, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.65, 'error': None, 'unit': '%'}"
Perovskite CsSnI3,"{'value': 4.2, 'error': None, 'unit': '%'}",,"{'value': 2.0, 'error': None, 'unit': ''}",
CdTe/Au–TiO2 NTAs,"{'value': 0.35, 'error': None, 'unit': '%'}","{'value': 1.17, 'error': None, 'unit': 'V'}","{'value': 0.63, 'error': None, 'unit': 'mA/cm2'}",
PBDFDTBT,"{'value': 5.0, 'error': None, 'unit': '%'}","{'value': 0.77, 'error': None, 'unit': 'V'}","{'value': 9.0, 'error': None, 'unit': 'mA/cm2'}","{'value': 0.6, 'error': None, 'unit': '%'}"
PVK,"{'value': 20.0, 'error': None, 'unit': '%'}",,,
